0.000000000000000000e+00 -1.258505747976790978e+01 1.999785911722002041e+00 -2.385259960520453859e-01
1.000000000000000000e+00 -1.070410325148159636e+01 1.762553859440958437e+00 -2.359381085100415998e-01
2.000000000000000000e+00 -9.059087131705325646e+00 1.527909694701918841e+00 -2.333502209680378137e-01
3.000000000000000000e+00 -7.647264264832313252e+00 1.296324321699221738e+00 -2.298205250373566155e-01
4.000000000000000000e+00 -6.464053103313622373e+00 1.071895103676308914e+00 -2.190379110084688108e-01
5.000000000000000000e+00 -5.497722793531728769e+00 8.647196774973018307e-01 -1.953129413495453548e-01
6.000000000000000000e+00 -4.724945627697973549e+00 6.865486131814231285e-01 -1.610291872822120496e-01
7.000000000000000000e+00 -4.112954459439266408e+00 5.433908720543860760e-01 -1.252862949718620555e-01
8.000000000000000000e+00 -3.627134611332017311e+00 4.333209476989043907e-01 -9.485355373910131505e-02
9.000000000000000000e+00 -3.237347894911652535e+00 3.501450307328357603e-01 -7.149828019303594573e-02
1.000000000000000000e+01 -2.920091581500430689e+00 2.872280188645159882e-01 -5.433574354360359848e-02
1.100000000000000000e+01 -2.657952566846034870e+00 2.391288780059537267e-01 -4.186253817352092454e-02
1.200000000000000000e+01 -2.438236813058956010e+00 2.018207744360920319e-01 -3.275366896620246493e-02
1.300000000000000000e+01 -2.251670897110172653e+00 1.724330334572661272e-01 -2.602181299144934457e-02
1.400000000000000000e+01 -2.091407338642782499e+00 1.489355149833627712e-01 -2.097322395635736747e-02
1.500000000000000000e+01 -1.952317718939259095e+00 1.298844411220236861e-01 -1.712892376632080271e-02
1.600000000000000000e+01 -1.830502591780731825e+00 1.142409611146945059e-01 -1.415803624833755769e-02
1.700000000000000000e+01 -1.722952636329896370e+00 1.012469622472862429e-01 -1.182996148647896817e-02
1.800000000000000000e+01 -1.627312653855914837e+00 9.034100367061204118e-02 -9.981955666869435362e-03
1.900000000000000000e+01 -1.541715226835292052e+00 8.110125155407998943e-02 -8.497548566194668140e-03
2.000000000000000000e+01 -1.464661856998814349e+00 7.320638068437035351e-02 -7.292193173224603697e-03
2.100000000000000000e+01 -1.394936817132689910e+00 6.640845481624413349e-02 -6.303658563027836337e-03
2.200000000000000000e+01 -1.331543836653015456e+00 6.051386108804890362e-02 -5.485528893362623393e-03
2.300000000000000000e+01 -1.273658943365650886e+00 5.536972213267721266e-02 -4.802749017380758545e-03
2.400000000000000000e+01 -1.220594892924336872e+00 5.085408156727899698e-02 -4.228532113415672811e-03
2.500000000000000000e+01 -1.171774019479329576e+00 4.686872325717184040e-02 -3.742184506798640342e-03
2.600000000000000000e+01 -1.126707283712410357e+00 4.333385303981218684e-02 -3.327555927920666790e-03
2.700000000000000000e+01 -1.084977936265852927e+00 4.018411422400902655e-02 -2.971921703685653782e-03
2.800000000000000000e+01 -1.046228657107073801e+00 3.736556988016115355e-02 -2.665166984010092222e-03
2.900000000000000000e+01 -1.010151340347547277e+00 3.483339401026247506e-02 -2.399184755787264756e-03
3.000000000000000000e+01 -9.764789124033634860e-01 3.255008818992038977e-02 -2.167426884896905825e-03
3.100000000000000000e+01 -9.449787275279686316e-01 3.048409168879240294e-02 -1.964566117359067832e-03
3.200000000000000000e+01 -9.154471976483428142e-01 2.860868931997229136e-02 -1.786238620281155320e-03
3.300000000000000000e+01 -8.877053959394725080e-01 2.690114579680635831e-02 -1.628848426050710785e-03
3.400000000000000000e+01 -8.615954344694098932e-01 2.534201702960053870e-02 -1.489409108360928435e-03
3.500000000000000000e+01 -8.369774616269726186e-01 2.391458902229132155e-02 -1.365446906257505866e-03
3.600000000000000000e+01 -8.137271591664660964e-01 2.260445279006573216e-02 -1.254825558193672919e-03
3.700000000000000000e+01 -7.917336445779418197e-01 2.139905096453796618e-02 -1.155978092861859041e-03
3.800000000000000000e+01 -7.708977042745275288e-01 2.028770802759784567e-02 -1.066707781018379599e-03
3.900000000000000000e+01 -7.511302983260139676e-01 1.926015568085430799e-02 -9.883969124686955467e-04
4.000000000000000000e+01 -7.323512892899691762e-01 1.831091420266045544e-02 -9.100860439190117113e-04
